
----
./data/060618/rapid-response-007_reports/chrf_rna_0002_s2.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
23	49	71	Bacteria	482	5.5	0.6	13.7	0.2	Neisseria sicca	0.2	0.3	-0.3	3.2	-0.2	Neisseria meningitidis	0.4	Neisseria sicca	0.004408972419785667	0.006945951812459303
24	21	47	Bacteria	570	7.6	-0.1	18.1	0.0	Klebsiella pneumoniae	3.5	1.2	1.0	2.9	-0.2	Klebsiella michiganensis	0.1	Klebsiella pneumoniae	0.005824992758986904	0.006294768830041242



----
./data/060618/rapid-response-007_reports/chrf_rna_0094_s94.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	2294	Viruses	11019	0.0	0.0	0.0	0.0	0	0.0	4387.2	100.0	5495.9	100.0	Chikungunya virus	1644.8	Chikungunya virus	0.0	0.8796395588917875
1	1	0	Bacteria	1912216	30.6	-0.1	31.1	-0.1	Cutibacterium acnes	10.8	366.8	1.1	382.1	1.2	Cutibacterium acnes	272.1	Cutibacterium acnes	0.15441906653426016	0.06115654860032971
2	3	46	Bacteria	1279	0.6	-0.2	1.7	-0.3	Staphylococcus haemolyticus	0.1	29.7	-0.1	118.6	-0.0	Staphylococcus epidermidis	6.0	Staphylococcus epidermidis	0.008440913604766632	0.018982378079034554
3	4	64	Bacteria	561	0.5	-0.1	0.5	-0.1	Escherichia coli	0.6	24.7	-0.1	27.7	-0.1	Escherichia coli	42.5	Escherichia coli	0.002482621648460774	0.004433489652523247
4	5	1	Bacteria	1269	18.4	-0.1	19.7	-0.1	Micrococcus luteus	8.2	14.8	-0.1	24.5	-0.1	Micrococcus luteus	2.6	Micrococcus luteus	0.0978152929493545	0.003921317562701067
5	13	10	Bacteria	1716	2.1	-0.2	12.0	-0.2	Corynebacterium ureicelerivorans	0.7	2.6	-0.2	23.2	-0.2	Corynebacterium ureicelerivorans	0.2	Corynebacterium ureicelerivorans	0.05958291956305858	0.0037132476512108064
6	15	40	Bacteria	13687	0.8	-0.3	5.4	-0.2	Sphingomonas melonis	0.2	2.5	-0.2	21.2	-0.2	Sphingomonas taxi	0.1	Sphingomonas taxi	0.026812313803376363	0.0033931400950719436
7	8	291	Bacteria	1578	0.1	-0.3	0.2	-0.3	Lactobacillus fermentum	0.1	6.6	-0.1	17.9	-0.2	Lactobacillus crispatus	7.7	Lactobacillus crispatus	0.0009930486593843098	0.0028649626274428203
8	6	4	Bacteria	57493	4.0	-0.1	7.1	-0.2	Kocuria palustris	2.3	7.5	-0.1	17.5	-0.1	Kocuria palustris	1.1	Kocuria palustris	0.03525322740814299	0.002800941116215048
9	7	18	Bacteria	469	1.4	-0.1	5.3	-0.1	Acinetobacter junii	0.6	7.1	-0.2	16.1	-0.1	Acinetobacter johnsonii	0.7	Acinetobacter johnsonii	0.026315789473684206	0.0025768658269178443
10	21	69	Bacteria	407	0.4	-0.3	2.3	-0.3	Methylobacterium aquaticum	0.1	1.2	-0.3	16.0	-0.3	Methylobacterium populi	0.5	Methylobacterium populi	0.01142005958291956	0.002560860449110901
11	31	3	Bacteria	1763	5.2	1.0	74.1	-0.0	Mycobacterium dioxanotrophicus	0.3	0.6	-0.0	14.8	-0.3	Mycobacterium avium	0.1	Mycobacterium dioxanotrophicus	0.3679245283018867	0.0023687959154275835
12	20	6	Bacteria	286	3.6	-0.3	13.3	-0.3	Pseudomonas stutzeri	1.5	1.2	-0.4	12.4	-0.3	Pseudomonas stutzeri	0.4	Pseudomonas stutzeri	0.0660377358490566	0.0019846668480609482
13	10	162	Bacteria	724	0.2	-0.3	0.3	-0.4	Haemophilus parainfluenzae	0.1	4.7	0.4	11.0	-0.1	Haemophilus parainfluenzae	0.8	Haemophilus parainfluenzae	0.0014895729890764644	0.0017605915587637444
14	9	54	Bacteria	32207	0.6	-0.3	0.8	-0.2	Rothia mucilaginosa	0.1	5.3	-0.1	10.7	-0.1	Rothia mucilaginosa	0.2	Rothia mucilaginosa	0.003972194637537239	0.001712575425342915
15	18	25	Bacteria	1654	1.1	-0.1	3.6	-0.3	Actinomyces oris	0.6	1.5	-0.1	7.6	-0.2	Actinomyces oris	0.6	Actinomyces oris	0.017874875868917575	0.001216408713327678
16	23	14	Bacteria	265	1.5	-0.3	4.5	-0.3	Paracoccus yeei	0.6	1.1	-0.3	5.1	-0.2	Paracoccus yeei	0.3	Paracoccus yeei	0.02234359483614697	0.0008162742681540997
17	12	7	Bacteria	40323	2.7	-0.3	4.6	-0.3	Stenotrophomonas maltophilia	1.5	2.9	-0.3	4.5	-0.3	Stenotrophomonas maltophilia	1.1	Stenotrophomonas maltophilia	0.02284011916583912	0.0007202420013124409
18	11	9	Bacteria	475	2.3	-0.2	2.4	-0.2	Moraxella osloensis	0.8	3.8	-0.2	4.4	-0.2	Moraxella osloensis	0.9	Moraxella osloensis	0.011916583912611715	0.0007042366235054979
19	32	13	Bacteria	33882	1.6	-0.1	5.8	-0.4	Microbacterium aurum	1.0	0.6	-0.1	3.5	-0.4	Microbacterium chocolatum	0.1	Microbacterium aurum	0.028798411122144978	0.0005601882232430096
20	49	112	Bacteria	1386	0.3	-0.1	0.5	-0.4	Bacillus cereus	0.1	0.3	-0.1	3.1	-0.2	Bacillus cereus	1.4	Bacillus cereus	0.002482621648460774	0.0004961667120152371
21	26	65	Bacteria	34072	0.5	-0.3	0.8	-0.3	Variovorax paradoxus	0.2	0.9	-0.3	2.8	-0.3	Variovorax paradoxus	0.1	Variovorax paradoxus	0.003972194637537239	0.00044815057859440765
22	14	372	Bacteria	1847725	0.1	-0.2	0.1	-0.2	Lawsonella clevelandensis	0.3	2.6	-0.2	2.6	-0.2	Lawsonella clevelandensis	1.0	Lawsonella clevelandensis	0.0004965243296921549	0.00041613982298052145
23	77	31	Bacteria	41275	1.0	-0.3	4.4	-0.3	Brevundimonas sp. GW460-12-10-14-LB2	0.1	0.1	-0.1	2.5	-0.3	Brevundimonas diminuta	0.1	Brevundimonas sp. GW460-12-10-14-LB2	0.021847070506454815	0.0004001344451735783
24	16	116	Bacteria	547	0.3	-0.2	0.9	-0.2	Enterobacter cloacae	0.2	1.9	-0.1	2.2	-0.2	Enterobacter cloacae	0.3	Enterobacter cloacae	0.004468718967229394	0.00035211831175274895



----
./data/060618/rapid-response-007_reports/chrf_rna_0095_s95.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	11	Bacteria	83618	0.2	-0.3	0.2	-0.4	Pseudoxanthomonas suwonensis	0.1	68.2	14.2	153.0	10.3	Pseudoxanthomonas suwonensis	0.3	Pseudoxanthomonas suwonensis	0.02272727272727273	0.527222605099931
1	4	14	Bacteria	1279	0.2	-0.3	0.2	-0.3	Staphylococcus epidermidis	0.1	5.5	-0.3	48.9	-0.2	Staphylococcus epidermidis	1.1	Staphylococcus epidermidis	0.02272727272727273	0.16850447966919363
2	1	50	Bacteria	561	0.1	-0.1	0.1	-0.1	Escherichia coli	0.6	24.4	-0.1	28.2	-0.1	Escherichia coli	36.9	Escherichia coli	0.011363636363636366	0.09717436250861473
3	2	0	Bacteria	1912216	2.4	-0.2	2.4	-0.2	Cutibacterium acnes	0.8	21.3	-0.2	21.7	-0.2	Cutibacterium acnes	23.3	Cutibacterium acnes	0.27272727272727276	0.07477601654031701
4	8	18	Bacteria	1716	0.2	-0.4	0.9	-0.3	Corynebacterium jeikeium	0.1	1.0	-0.3	11.6	-0.2	Corynebacterium aurimucosum	0.2	Corynebacterium aurimucosum	0.10227272727272729	0.039972432804962085
5	9	9	Bacteria	286	0.3	-0.4	1.0	-0.3	Pseudomonas stutzeri	0.1	0.5	-0.3	10.2	-0.3	Pseudomonas fluorescens	0.2	Pseudomonas fluorescens	0.11363636363636365	0.03514817367332873
6	5	1	Bacteria	40323	1.2	-0.3	1.6	-0.4	Stenotrophomonas maltophilia	0.5	4.2	-0.3	6.7	-0.3	Stenotrophomonas maltophilia	0.9	Stenotrophomonas maltophilia	0.18181818181818185	0.023087525844245345
7	17	32	Bacteria	265	0.1	-0.4	0.2	-0.4	Paracoccus yeei	0.1	0.1	-0.0	2.3	-0.3	Paracoccus marcusii	0.1	Paracoccus marcusii	0.02272727272727273	0.007925568573397655
8	6	17	Bacteria	547	0.2	-0.2	0.3	-0.2	Enterobacter cloacae	0.1	1.6	-0.1	1.6	-0.2	Enterobacter cloacae	0.2	Enterobacter cloacae	0.034090909090909095	0.005513439007580978
9	7	63	Viruses	110456	0.1	1.7	0.1	2.7	Escherichia virus T7	0.0	1.1	39.7	1.3	42.3	Escherichia virus T7	0.3	Escherichia virus T7	0.011363636363636366	0.0044796691936595445
10	10	6	Bacteria	570	0.4	-0.3	0.8	-0.3	Klebsiella pneumoniae	0.1	0.5	-0.3	1.3	-0.3	Klebsiella pneumoniae	4.9	Klebsiella pneumoniae	0.09090909090909093	0.0044796691936595445
11	12	22	Bacteria	283	0.1	-0.3	0.2	-0.2	Comamonas aquatica	0.1	0.3	-0.2	0.7	-0.2	Comamonas testosteroni	0.1	Comamonas testosteroni	0.02272727272727273	0.0024121295658166776
12	18	985	Viruses	687331	0.0	-100.0	0.0	-0.1	Torque teno virus 19	0.0	0.1	96.9	0.6	0.9	Torque teno virus 24	0.3	Torque teno virus 24	0.0	0.0020675396278428664
13	11	49	Bacteria	361177	0.1	-0.3	0.1	-0.3	Altererythrobacter dongtanensis	0.1	0.3	-0.3	0.6	-0.3	Altererythrobacter dongtanensis	0.2	Altererythrobacter dongtanensis	0.011363636363636366	0.0020675396278428664
14	15	5	Bacteria	48736	0.5	-0.3	0.6	-0.3	Ralstonia pickettii	0.3	0.2	-0.3	0.6	-0.3	Ralstonia pickettii	0.1	Ralstonia pickettii	0.06818181818181819	0.0020675396278428664
15	16	1077	Viruses	186765	0.0	0.0	0.0	0.0	0	0.0	0.2	100.0	0.4	0.2	Enterobacteria phage phi80	0.1	Enterobacteria phage phi80	0.0	0.0013783597518952444
16	13	1072	Viruses	10509	0.0	0.0	0.0	0.0	0	0.0	0.3	0.3	0.3	0.3	Human mastadenovirus C	0.1	Human mastadenovirus C	0.0	0.0010337698139214332
17	14	25	Bacteria	53457	0.1	100.0	0.1	-0.3	Janibacter indicus	0.1	0.2	100.0	0.2	-0.3	Janibacter indicus	0.1	Janibacter indicus	0.011363636363636366	0.0006891798759476222
18	3	12	Viruses	-200687329	0.2	0.2	0.0	0.0	Torque teno virus	0.2	10.1	21.3	0.0	0.0	Torque teno virus	14.1	Torque teno virus	0.0	0.0
19	19	391	Viruses	-200010662	0.0	-100.0	0.0	0.0	Acinetobacter phage vB_AbaM_ME3	0.0	0.0	0.0	0.0	0.0	0	0.0	Acinetobacter phage vB_AbaM_ME3	0.0	0.0
20	20	392	Viruses	-200010699	0.0	100.0	0.0	0.0	Pseudomonas phage PaMx42	0.0	0.0	0.0	0.0	0.0	0	0.0	Pseudomonas phage PaMx42	0.0	0.0
21	21	393	Viruses	-200010744	0.0	-100.0	0.0	0.0	Pseudomonas phage ZC03	0.0	0.0	0.0	0.0	0.0	0	0.0	Pseudomonas phage ZC03	0.0	0.0
22	22	583	Viruses	1982898	0.0	100.0	0.0	100.0	Mycobacterium virus BrownCNA	0.0	0.0	0.0	0.0	0.0	0	0.0	Mycobacterium virus BrownCNA	0.0	0.0
23	23	584	Viruses	1982239	0.0	4.4	0.0	4.4	Pseudomonas virus NP1	0.0	0.0	0.0	0.0	0.0	0	0.0	Pseudomonas virus NP1	0.0	0.0
24	24	723	Viruses	1623282	0.0	-100.0	0.0	-100.0	Mycobacterium virus Babsiella	0.0	0.0	0.0	0.0	0.0	0	0.0	Mycobacterium virus Babsiella	0.0	0.0



----
./data/060618/rapid-response-007_reports/chrf_rna_0006_s6.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	9	85	Bacteria	407	10.1	-0.3	55.3	-0.3	Methylobacterium extorquens	2.7	4.0	-0.2	79.4	-0.3	Methylobacterium aquaticum	1.0	Methylobacterium aquaticum	0.012083205873355768	0.14885639295088113
1	1	124	Bacteria	561	6.6	-0.1	6.9	-0.1	Escherichia coli	11.2	65.9	0.1	75.1	0.1	Escherichia coli	102.5	Escherichia coli	0.0015076694489358916	0.14079490063742028
2	15	54	Bacteria	13687	16.8	-0.1	133.7	-0.1	Sphingomonas melonis	2.8	1.8	-0.1	63.6	-0.1	Sphingomonas sp. MM-1	0.2	Sphingomonas melonis	0.029213826858366473	0.11923509561304835
3	8	174	Bacteria	1298	4.2	2.1	17.1	0.1	Deinococcus radiodurans	1.0	4.1	2.2	49.2	0.5	Deinococcus gobiensis	0.1	Deinococcus gobiensis	0.003736398199536775	0.09223847019122608
4	14	14	Bacteria	1716	61.4	15.2	358.6	0.5	Corynebacterium timonense	55.2	2.0	-0.2	39.1	-0.2	Corynebacterium ureicelerivorans	0.1	Corynebacterium timonense	0.07835511078092909	0.07330333708286463
5	2	2	Bacteria	1912216	497.6	1.6	502.6	1.6	Cutibacterium acnes	171.7	33.7	-0.1	35.9	-0.1	Cutibacterium acnes	57.3	Cutibacterium acnes	0.10981951667176508	0.06730408698912635
6	17	83	Bacteria	1301	10.3	-0.1	65.7	-0.2	Streptococcus mitis	3.5	1.5	-0.2	23.0	-0.2	Streptococcus sanguinis	0.1	Streptococcus mitis	0.014355635187693923	0.0431196100487439
7	39	0	Bacteria	286	1043.1	4.4	1544.5	1.7	Pseudomonas aeruginosa	417.2	0.5	-0.4	20.1	-0.3	Pseudomonas stutzeri	0.2	Pseudomonas aeruginosa	0.3374776034610847	0.03768278965129358
8	6	8	Bacteria	469	90.1	0.1	296.1	-0.1	Acinetobacter johnsonii	14.6	5.6	-0.2	19.1	-0.1	Acinetobacter johnsonii	0.5	Acinetobacter johnsonii	0.06469868461303152	0.03580802399700037
9	18	18	Bacteria	1279	47.0	-0.0	174.5	0.1	Staphylococcus epidermidis	10.8	1.3	-0.3	16.0	-0.3	Staphylococcus epidermidis	0.5	Staphylococcus epidermidis	0.03812874186077001	0.029996250468691407
10	80	34	Bacteria	1654	28.4	2.6	80.7	1.8	Actinomyces oris	15.5	0.1	-0.2	11.7	-0.0	Actinomyces oris	0.3	Actinomyces oris	0.017633177467989338	0.02193475815523059
11	43	12	Bacteria	57493	67.5	1.3	178.5	0.5	Kocuria turfanensis	4.2	0.4	-0.2	11.3	-0.2	Kocuria palustris	0.2	Kocuria turfanensis	0.039002753135515454	0.02118485189351331
12	3	3	Bacteria	590	288.0	67.6	289.5	67.1	Salmonella enterica	183.9	9.0	1.9	9.2	1.9	Salmonella enterica	38.6	Salmonella enterica	0.06325656600970153	0.017247844019497558
13	54	10	Bacteria	265	79.5	4.4	162.1	3.3	Paracoccus yeei	39.2	0.3	-0.3	8.5	-0.2	Paracoccus yeei	0.1	Paracoccus yeei	0.03541930690905913	0.015935508061492312
14	13	427	Bacteria	1234	0.5	2.3	1.4	1.1	Nitrospira defluvii	0.6	2.4	3.8	8.2	8.0	Nitrospira moscoviensis	1.1	Nitrospira moscoviensis	0.0003059039461609055	0.015373078365204346
15	4	15	Bacteria	40323	60.9	-0.2	97.2	-0.1	Stenotrophomonas maltophilia	30.3	6.4	-0.3	8.1	-0.3	Stenotrophomonas maltophilia	3.0	Stenotrophomonas maltophilia	0.021238473976314298	0.015185601799775026
16	33	65	Bacteria	32207	14.3	0.2	23.6	0.0	Rothia mucilaginosa	3.6	0.6	-0.2	7.5	-0.1	Rothia dentocariosa	0.4	Rothia mucilaginosa	0.005156666520998122	0.014060742407199098
17	23	24	Bacteria	482	38.1	6.6	59.1	2.2	Neisseria sicca	3.7	1.0	-0.2	7.1	-0.1	Neisseria meningitidis	2.4	Neisseria sicca	0.01291351658436394	0.013310836145481812
18	11	169	Bacteria	80865	4.3	-0.1	10.1	-0.2	Delftia tsuruhatensis	0.3	2.8	-0.4	7.0	-0.2	Delftia acidovorans	0.8	Delftia tsuruhatensis	0.002206878468732247	0.013123359580052492
19	5	7	Bacteria	222	91.0	0.4	105.2	0.4	Achromobacter xylosoxidans	11.0	6.3	-0.3	6.6	-0.3	Achromobacter xylosoxidans	0.5	Achromobacter xylosoxidans	0.022986496525805186	0.012373453318335205
20	20	21	Bacteria	724	45.4	2.4	52.1	0.9	Haemophilus influenzae	15.2	1.2	-0.1	6.2	-0.2	Haemophilus parainfluenzae	0.1	Haemophilus influenzae	0.011383996853559413	0.011623547056617922
21	12	5	Bacteria	1269	191.5	1.0	208.4	1.0	Micrococcus luteus	75.5	2.6	-0.2	5.6	-0.2	Micrococcus luteus	0.1	Micrococcus luteus	0.04553598741423765	0.010498687664041993
22	7	49	Bacteria	547	20.2	0.2	70.3	0.7	Enterobacter cloacae	13.0	5.0	-0.1	5.4	-0.1	Enterobacter cloacae	0.6	Enterobacter cloacae	0.015360748153651183	0.01012373453318335
23	25	144	Bacteria	1578	5.9	0.4	15.2	-0.2	Lactobacillus sakei	4.5	0.9	-0.2	5.3	-0.3	Lactobacillus crispatus	1.9	Lactobacillus sakei	0.003321242844032688	0.009936257967754028
24	45	84	Bacteria	1827	10.2	4.6	68.2	-0.1	Rhodococcus opacus	0.9	0.4	-0.3	5.2	-0.3	Rhodococcus erythropolis	0.1	Rhodococcus opacus	0.014901892234409827	0.009748781402324708



----
./data/060618/rapid-response-007_reports/chrf_rna_0007_s7.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	51	Bacteria	561	19.8	-0.1	21.9	-0.1	Escherichia coli	27.8	74.3	0.1	85.5	0.1	Escherichia coli	113.1	Escherichia coli	0.002021078277561416	0.12691108802137452
1	3	0	Bacteria	57493	2373.4	54.1	2688.2	10.3	Kocuria turfanensis	306.3	30.5	0.5	75.1	0.1	Kocuria turfanensis	0.7	Kocuria turfanensis	0.2480850514036803	0.11147394982930088
2	1	1	Bacteria	1912216	1399.8	4.9	1407.7	4.9	Cutibacterium acnes	480.8	68.8	0.0	71.8	0.0	Cutibacterium acnes	67.2	Cutibacterium acnes	0.12991195850790893	0.10657562713373905
3	25	45	Bacteria	407	21.4	-0.3	112.0	-0.2	Methylobacterium populi	5.5	2.8	-0.3	61.9	-0.3	Methylobacterium aquaticum	0.8	Methylobacterium populi	0.01033610808615884	0.09188065904705359
4	30	31	Bacteria	13687	36.0	0.2	219.1	0.0	Sphingomonas melonis	5.3	2.1	-0.2	56.5	-0.1	Sphingomonas koreensis	0.3	Sphingomonas melonis	0.020220011443548232	0.08386522190886152
5	33	4	Bacteria	1763	276.8	7.1	3837.9	14.1	Mycobacterium sp. YC-RL4	8.0	1.9	-0.3	34.2	-0.2	Mycobacterium abscessus	37.5	Mycobacterium sp. YC-RL4	0.35418704664168765	0.050764435208549806
6	27	9	Bacteria	286	160.3	7.4	463.5	0.3	Pseudomonas stutzeri	73.9	2.4	-0.3	31.7	-0.3	Pseudomonas stutzeri	1.4	Pseudomonas stutzeri	0.04277487587441627	0.04705358468160903
7	4	13	Bacteria	469	84.4	0.1	196.8	-0.1	Acinetobacter johnsonii	12.5	13.8	-0.1	30.4	-0.1	Acinetobacter johnsonii	1.6	Acinetobacter johnsonii	0.018162018494250535	0.04512394240759982
8	22	26	Bacteria	1279	48.8	0.0	98.5	-0.1	Staphylococcus epidermidis	13.7	3.4	-0.3	30.2	-0.2	Staphylococcus epidermidis	1.7	Staphylococcus epidermidis	0.009090237915059338	0.044827074365444565
9	31	55	Bacteria	1716	18.3	0.9	173.1	0.1	Corynebacterium ureicelerivorans	5.2	2.0	-0.2	26.2	-0.2	Corynebacterium ureicelerivorans	0.2	Corynebacterium ureicelerivorans	0.01597482419387585	0.038889713522339324
10	20	64	Bacteria	1301	14.8	-0.1	64.2	-0.2	Streptococcus mitis	4.5	3.6	-0.2	23.4	-0.2	Streptococcus mitis	0.4	Streptococcus mitis	0.005924804813673193	0.034733560932165654
11	37	14	Bacteria	1298	82.0	60.7	322.4	4.4	Deinococcus geothermalis	32.5	1.4	0.8	20.1	0.1	Deinococcus geothermalis	0.1	Deinococcus geothermalis	0.029753225419442947	0.029835238236603834
12	6	2	Bacteria	38501	570.0	64.5	571.8	55.2	Blastococcus saxobsidens	172.4	10.8	0.9	15.1	1.1	Blastococcus saxobsidens	0.4	Blastococcus saxobsidens	0.052769523247014505	0.022413537182722282
13	5	12	Bacteria	475	89.0	0.1	92.7	0.1	Moraxella osloensis	24.6	10.8	-0.1	11.7	-0.2	Moraxella osloensis	2.9	Moraxella osloensis	0.008554975174883255	0.017366780466082827
14	24	33	Bacteria	265	29.1	1.4	76.8	1.4	Paracoccus yeei	10.3	2.9	0.3	11.1	-0.1	Paracoccus contaminans	0.1	Paracoccus yeei	0.007087616973366062	0.01647617633961704
15	7	335	Bacteria	590	1.0	-0.0	1.2	0.0	Salmonella enterica	3.8	10.4	2.2	10.7	2.2	Salmonella enterica	46.5	Salmonella enterica	0.00011074401520884472	0.015882440255306517
16	8	199	Bacteria	1847725	4.1	-0.1	4.1	-0.1	Lawsonella clevelandensis	16.4	9.7	-0.1	9.8	-0.1	Lawsonella clevelandensis	0.9	Lawsonella clevelandensis	0.0003783753852968861	0.01454653406560784
17	9	10	Bacteria	1269	107.5	0.5	116.2	0.4	Micrococcus luteus	47.3	7.4	-0.2	9.6	-0.2	Micrococcus luteus	4.1	Micrococcus luteus	0.010723712139389798	0.014249666023452576
18	16	245	Bacteria	1678	2.6	2.5	9.1	0.3	Bifidobacterium thermophilum	0.2	4.6	6.5	9.0	0.3	Bifidobacterium adolescentis	13.0	Bifidobacterium thermophilum	0.0008398087820004058	0.01335906189698679
19	46	42	Bacteria	41275	23.8	0.3	110.5	0.7	Brevundimonas sp. GW460-12-10-14-LB2	1.6	1.2	-0.2	8.8	-0.3	Brevundimonas sp. DS20	0.1	Brevundimonas sp. GW460-12-10-14-LB2	0.010197678067147786	0.01306219385483153
20	10	28	Bacteria	265976	46.0	3.6	46.4	3.6	Serinicoccus sp. JLT9	6.5	7.2	0.4	8.5	0.5	Serinicoccus sp. JLT9	0.3	Serinicoccus sp. JLT9	0.004282101921408663	0.012616891791598635
21	53	258	Bacteria	1578	2.2	-0.2	5.7	-0.3	Lactobacillus crispatus	2.8	1.0	-0.2	8.4	-0.3	Lactobacillus crispatus	3.6	Lactobacillus crispatus	0.0005260340722420125	0.012468457770521005
22	14	15	Bacteria	40323	68.5	-0.1	117.6	-0.1	Stenotrophomonas maltophilia	35.9	5.5	-0.3	8.2	-0.3	Stenotrophomonas maltophilia	2.5	Stenotrophomonas maltophilia	0.010852913490466782	0.012171589728365741
23	72	75	Bacteria	1663	12.3	12.4	68.5	1.7	Arthrobacter saudimassiliensis	1.6	0.8	0.5	7.9	-0.0	Arthrobacter saudimassiliensis	0.1	Arthrobacter saudimassiliensis	0.0063216375348382195	0.01172628766513285
24	15	126	Bacteria	32207	7.3	-0.0	9.9	-0.1	Rothia mucilaginosa	1.6	5.1	-0.1	7.9	-0.1	Rothia mucilaginosa	0.2	Rothia mucilaginosa	0.000913638125472969	0.01172628766513285



----
./data/060618/rapid-response-007_reports/chrf_rna_0008_s8.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	2	Bacteria	561	85.4	0.1	88.2	0.1	Escherichia coli	204.6	81.4	0.1	105.9	0.2	Escherichia coli	176.6	Escherichia coli	0.08307431477818593	0.17626498002663116
1	10	30	Bacteria	1716	3.3	-0.1	28.3	-0.2	Corynebacterium ureicelerivorans	0.7	7.9	0.2	63.0	-0.1	Corynebacterium ureicelerivorans	0.2	Corynebacterium ureicelerivorans	0.02665536403880569	0.10486018641810918
2	3	11	Bacteria	469	9.7	-0.2	31.1	-0.1	Acinetobacter johnsonii	1.6	18.7	-0.1	44.9	-0.1	Acinetobacter johnsonii	2.9	Acinetobacter johnsonii	0.029292643873033812	0.07473368841544606
3	2	1	Bacteria	1912216	96.4	0.1	97.2	0.1	Cutibacterium acnes	32.9	41.7	-0.1	43.5	-0.1	Cutibacterium acnes	42.0	Cutibacterium acnes	0.09155128567391918	0.0724034620505992
4	14	0	Bacteria	286	112.4	0.2	164.8	-0.1	Pseudomonas aeruginosa	47.9	4.5	-0.2	34.3	-0.3	Pseudomonas putida	1.9	Pseudomonas aeruginosa	0.15522275595742677	0.05709054593874832
5	26	5	Bacteria	1763	31.9	0.7	441.0	1.3	Mycobacterium sp. YC-RL4	1.1	2.4	0.3	28.5	-0.2	Mycobacterium dioxanotrophicus	0.1	Mycobacterium sp. YC-RL4	0.4153715738909296	0.04743675099866844
6	12	83	Bacteria	1301	1.2	0.1	6.9	-0.2	Streptococcus parasanguinis	0.2	7.7	-0.2	27.6	-0.2	Streptococcus mitis	1.0	Streptococcus mitis	0.0064990110200621645	0.045938748335552594
7	5	7	Bacteria	1269	20.6	-0.1	21.7	-0.1	Micrococcus luteus	7.9	11.8	-0.1	26.6	-0.1	Micrococcus luteus	1.0	Micrococcus luteus	0.020438918715267963	0.044274300932090546
8	49	26	Bacteria	13687	3.8	-0.3	21.5	-0.2	Sphingomonas melonis	0.7	1.0	-0.3	24.3	-0.2	Sphingomonas melonis	0.1	Sphingomonas melonis	0.02025054158425167	0.04044607190412783
9	25	25	Bacteria	407	3.9	-0.3	12.4	-0.3	Methylobacterium populi	1.4	2.4	-0.3	23.7	-0.3	Methylobacterium aquaticum	0.6	Methylobacterium aquaticum	0.011679382123010267	0.03944740346205059
10	29	27	Bacteria	265	3.8	-0.1	10.6	-0.1	Paracoccus yeei	1.5	2.0	-0.2	18.3	0.1	Paracoccus yeei	0.2	Paracoccus yeei	0.009983987943863614	0.030459387483355523
11	22	37	Bacteria	1279	2.9	-0.3	7.6	-0.3	Staphylococcus epidermidis	0.8	2.6	-0.3	16.7	-0.3	Staphylococcus epidermidis	0.9	Staphylococcus epidermidis	0.007158330978619195	0.02779627163781624
12	7	12	Bacteria	32207	9.4	0.0	13.1	-0.1	Rothia mucilaginosa	1.0	10.3	0.1	15.3	-0.0	Rothia mucilaginosa	0.1	Rothia mucilaginosa	0.012338702081567296	0.025466045272969372
