sample_name,uploader,upload_date,runtime_seconds,overall_job_status,host_filtering_status,nonhost_alignment_status,postprocessing_status,total_reads,nonhost_reads,nonhost_reads_percent,quality_control,compression_ratio,tissue_type,nucleotide_type,location,host_genome,notes
CHRF_RNA_0073_S73,,2018-03-25 17:51:15 -0700,4729.0,COMPLETE,LOADED,LOADED,LOADED,109138694,105100,0.096,38.053,1.26,Cerebrospinal fluid,RNA,,Human,"Sparse results
- Serotype: 1
- CT value from qPCR: 23.36
- mNGS result summary (RNA-Seq): Spn has the highest reads with z score of 89.7
- Admission date: 10-Apr-17
- Birth date: 23-Feb-17
- Age (months): 1
- TLC (mm3): 4000
- Polymorph %: 95
- Sugar (mg/dl): 10
- Protein (mg/dl): 700
- Volume  sent (ul): 380
- Outcome: Died
- Provisional Diagnosis 1: Meningitis
- Drug 1: Inj. Meropenum/ Inj. Ropenam
- Box : 1
- Position: 7"
CHRF_RNA_0074_S74,,2018-03-25 17:51:15 -0700,5341.0,COMPLETE,LOADED,LOADED,LOADED,117315916,38716,0.033,41.788,1.19,Cerebrospinal fluid,RNA,,Human,"TTV and not much else
- Serotype: 9V
- CT value from qPCR: 27.7
- mNGS result summary (RNA-Seq): Spn is not an obvious pathogen here - Spn has z score of -.3 - overall very low reads. 
- Admission date: 26-Jun-16
- Birth date: 25-May-09
- Age (months): 85
- TLC (mm3): 3000
- Polymorph %: 85
- Sugar (mg/dl): 10
- Protein (mg/dl): 350
- Volume  sent (ul): 360
- Outcome: Discharged
- Provisional Diagnosis 1: Meningitis
- Hospital duration: 18
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 15"
CHRF_RNA_0075_S75,,2018-03-25 17:51:15 -0700,2290.0,COMPLETE,LOADED,LOADED,LOADED,111766028,12132,0.011,52.272,1.14,Cerebrospinal fluid,RNA,,Human,"Sparse results.
- Serotype: 24
- CT value from qPCR: 29.3
- mNGS result summary (RNA-Seq): Spn is not an obvious pathogen here - Spn does have the highest reads here but  zscore of 0.4.
- Admission date: 15-Feb-15
- Age (months): 72
- TLC (mm3): 3400
- Polymorph %: 90
- Sugar (mg/dl): 10
- Protein (mg/dl): 200
- Volume  sent (ul): 255
- Outcome: Discharged
- Provisional Diagnosis 1: Meningoencephalitis
- Hospital duration: 27
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 23"
CHRF_RNA_0076_S76,,2018-03-25 17:51:15 -0700,1593.0,COMPLETE,LOADED,LOADED,LOADED,63375670,98018,0.155,42.917,2.3,Cerebrospinal fluid,RNA,Bangladesh,Human,"Streptococcus pneumoniae, Feb 2015 CSF. 6 month old., 860 WBC, left hospital.
- Serotype: 10F
- mNGS result summary (RNA-Seq): With z score of 12.3 and highest reads, no doubt that this is Streptococcus pneumoniae.
- Admission date: 20-Feb-15
- Birth date: 13-Aug-14
- Age (months): 6
- TLC (mm3): 860
- Polymorph %: 90
- Sugar (mg/dl): 50
- Protein (mg/dl): 300
- Volume  sent (ul): 350
- Outcome: DORB
- Provisional Diagnosis 1: Meningitis
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 31"
CHRF_RNA_0077_S77,,2018-03-25 17:51:15 -0700,2035.0,COMPLETE,LOADED,LOADED,LOADED,75937524,102300,0.135,14.732,4.89,Cerebrospinal fluid,RNA,,Human,"Bacillus background
- Notes: Negative / 0 - 6 WBC
- mNGS result summary (RNA-Seq): Nothing appears to be of significance here. 
- Admission date: 17-Sep-14
- Birth date: 17-Apr-14
- Age (months): 5
- TLC (mm3): 0
- Polymorph %: 0
- Sugar (mg/dl): 44
- Protein (mg/dl): 25
- Volume  sent (ul): 550
- Outcome: Discharged
- Provisional Diagnosis 1: Febrile convulsion/Atypical febrile convulsion
- Hospital duration: 4
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 39"
CHRF_RNA_0078_S78,,2018-03-25 17:51:15 -0700,1117.0,COMPLETE,LOADED,LOADED,LOADED,42345140,63466,0.15,22.615,3.26,Cerebrospinal fluid,RNA,,Human,"Bacillus background
- Notes: Negative / 0 - 6 WBC
- mNGS result summary (RNA-Seq): Nothing appears to be of significance here. 
- Admission date: 15-Jan-15
- Birth date: 3-Nov-13
- Age (months): 14
- TLC (mm3): 0
- Polymorph %: 0
- Sugar (mg/dl): 70
- Protein (mg/dl): 20
- Volume  sent (ul): 450
- Outcome: Discharged
- Provisional Diagnosis 1: Febrile convulsion/Atypical febrile convulsion
- Hospital duration: 4
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 47"
CHRF_RNA_0079_S79,,2018-03-25 17:51:15 -0700,1281.0,COMPLETE,LOADED,LOADED,LOADED,60221934,86664,0.144,34.641,3.63,Cerebrospinal fluid,RNA,,Human,"Bacillus background, low level Klebsiella pneumoniae
- Notes: Negative / 0 - 6 WBC
- mNGS result summary (RNA-Seq): Nothing appears to be of significance here. 
- Admission date: 5-Feb-18
- Birth date: 11-May-17
- Age (months): 8
- TLC (mm3): 2
- Polymorph %: 0
- Sugar (mg/dl): 60
- Protein (mg/dl): 20
- Volume  sent (ul): 860
- Outcome: Discharged
- Provisional Diagnosis 1: Febrile convulsion/Atypical febrile convulsion
- Hospital duration: 5
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 55"
CHRF_RNA_0080_S80,,2018-03-25 17:51:15 -0700,1597.0,COMPLETE,LOADED,LOADED,LOADED,58480150,77640,0.133,38.213,3.37,,RNA,,Human,"No Findings. Atypical Febrile Convulsion. Negative.
- Notes: Negative / 0 - 6 WBC
- mNGS result summary (RNA-Seq): Nothing appears to be of significance here. 
- Admission date: 16-Feb-18
- Birth date: 10-Dec-16
- Age (months): 14
- TLC (mm3): 4
- Polymorph %: 0
- Sugar (mg/dl): 54
- Protein (mg/dl): 20
- Volume  sent (ul): 760
- Outcome: Discharged
- Provisional Diagnosis 1: Febrile convulsion/Atypical febrile convulsion
- Hospital duration: 4
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 63"
CHRF_RNA_0081_S81,,2018-03-25 17:51:15 -0700,1842.0,COMPLETE,LOADED,LOADED,LOADED,64453194,38766,0.06,29.238,3.44,Cerebrospinal fluid,RNA,Bangladesh,Human,"No findings above background.  72 months old. CSF Feb 2018, WBC 1100, high protein, normal glucose, unknown outcome.
- Notes: All test negative
- mNGS result summary (RNA-Seq): Unresolved. Nothing appears to be of significance here. 
- Admission date: 1-Feb-18
- Birth date: 24-Jan-12
- Age (months): 72
- TLC (mm3): 1100
- Polymorph %: 40
- Sugar (mg/dl): 25
- Protein (mg/dl): 350
- Volume  sent (ul): 500
- Provisional Diagnosis 1: Meningitis
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 71"
CHRF_RNA_0082_S82,,2018-03-25 17:51:15 -0700,851.0,COMPLETE,LOADED,LOADED,LOADED,60637346,98414,0.162,41.8,2.04,Cerebrospinal fluid,RNA,Bangladesh,Human,"Salmonella enterica,  1st LP culture positive for Salmonella enterica,  4 month old. CSF collected 2017. WBC 90, high protein, discharged after 23 days.
- Notes: All test negative
- mNGS result summary (RNA-Seq): Salmonella is the likely causative agent here with z score of 13.6 and high reads. This is also the second LP from a child whose first LP was culture positive for salmoenlla enterica. Need to follow up to understand serovar - both from lab aand bioinformatics. 
- Admission date: 9-Dec-17
- Birth date: 7-Aug-17
- Age (months): 4
- TLC (mm3): 90
- Polymorph %: 70
- Sugar (mg/dl): 10
- Protein (mg/dl): 600
- Volume  sent (ul): 470
- Outcome: Discharged
- Provisional Diagnosis 1: Meningitis
- Hospital duration: 23
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 79"
CHRF_RNA_0083_S83,,2018-03-25 17:51:15 -0700,1582.0,COMPLETE,LOADED,LOADED,LOADED,139233556,48796,0.035,62.941,4.32,Cerebrospinal fluid,RNA,Bangladesh,Human,"Tetraparvovirus 1.  Mystery Case.  7 month old, CSF Aug 2017, 5000 WBC, protein very high, low glucose, child died after 10 days. Final diagnosis - pneumonia and meningitis.
- Notes: All test negative
- mNGS result summary (RNA-Seq): Unresolved. Nothing appears to be of significance here. 
- Admission date: 8-Aug-17
- Birth date: 27-Dec-16
- Age (months): 7
- TLC (mm3): 5600
- Polymorph %: 80
- Sugar (mg/dl): 10
- Protein (mg/dl): 1000
- Volume  sent (ul): 1000
- Outcome: Died
- Provisional Diagnosis 1: Hydrocephalus
- Hospital duration: 10
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 2
- Position: 6"
CHRF_RNA_0084_S84,,2018-03-25 17:51:16 -0700,2656.0,COMPLETE,LOADED,LOADED,LOADED,59849024,57728,0.096,45.12,6.19,Cerebrospinal fluid,RNA,Bangladesh.,Human,"No Findings. 4 month old. CSF May 2017 70 WBCs, high protein, died after 51 days in hospital.
- Notes: All test negative
- mNGS result summary (RNA-Seq): Unresolved. Nothing appears to be of significance here. 
- Admission date: 5-Apr-17
- Birth date: 22-Nov-16
- Age (months): 4
- TLC (mm3): 70
- Polymorph %: 60
- Sugar (mg/dl): 35
- Protein (mg/dl): 250
- Volume  sent (ul): 1000
- Outcome: Died
- Provisional Diagnosis 1: Meningitis
- Hospital duration: 51
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 2
- Position: 14"
CHRF_RNA_0085_S85,,2018-03-25 17:51:16 -0700,1545.0,COMPLETE,LOADED,LOADED,LOADED,80961046,158908,0.196,22.899,2.29,,RNA,,Human,"- Serotype: 12A/F
- CT value from qPCR: 27.14
- mNGS result summary (RNA-Seq): Spn has highest of all bacterial reads and z score of 3.0
- Admission date: 25-Mar-17
- Birth date: 17-Nov-16
- Age (months): 4
- TLC (mm3): 3200
- Polymorph %: 85
- Sugar (mg/dl): 40
- Protein (mg/dl): 500
- Volume  sent (ul): 370
- Outcome: Discharged
- Provisional Diagnosis 1: Meningitis
- Hospital duration: 26
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 8"
CHRF_RNA_0086_S86,,2018-03-25 17:51:16 -0700,1619.0,COMPLETE,LOADED,LOADED,LOADED,66783636,69142,0.104,43.7,1.4,,RNA,,Human,"background
- Serotype: 38
- CT value from qPCR: 26.2
- mNGS result summary (RNA-Seq): Spn has the highest reads (rpm) and z score of 9.9 - the likely pathogen.
- Admission date: 13-Dec-15
- Birth date: 15-May-15
- Age (months): 6
- TLC (mm3): 550
- Polymorph %: 90
- Sugar (mg/dl): 30
- Protein (mg/dl): 300
- Volume  sent (ul): 460
- Outcome: Discharged
- Provisional Diagnosis 1: Meningitis
- Hospital duration: 14
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 16"
CHRF_RNA_0087_S87,,2018-03-25 17:51:16 -0700,1635.0,COMPLETE,LOADED,LOADED,LOADED,69829522,30968,0.044,28.893,1.29,,RNA,,Human,"background
- Serotype: 23F
- CT value from qPCR: 31.67
- mNGS result summary (RNA-Seq): Spn is not an obvious pathogen here - Spn has a z score of -0.7
- Admission date: 26-Nov-17
- Birth date: 12-Jan-11
- Age (months): 82
- TLC (mm3): 1600
- Polymorph %: 90
- Sugar (mg/dl): 76
- Protein (mg/dl): 80
- Volume  sent (ul): 350
- Outcome: Discharged
- Provisional Diagnosis 1: Meningoencephalitis
- Hospital duration: 28
- Drug 1: Inj. Meropenum/ Inj. Ropenam
- Box : 1
- Position: 24"
CHRF_RNA_0088_S88,,2018-03-25 17:51:16 -0700,1060.0,COMPLETE,LOADED,LOADED,LOADED,85955422,162734,0.189,17.739,4.18,,RNA,,Human,"Elizabethkingia, 0 month old, culture positive Elizabethkingia, 750 WBC, discharged after 32 days.
- mNGS result summary (RNA-Seq): With z score of 99 and highest reads, no doubt that this is Elizabethkingia (anohpeles - need to do some bioinformatic analyses to understand this more) 
- Admission date: 25-Sep-16
- Birth date: 15-Sep-16
- Age (months): 0
- TLC (mm3): 750
- Polymorph %: 90
- Sugar (mg/dl): 10
- Protein (mg/dl): 500
- Volume  sent (ul): 500
- Outcome: Discharged
- Provisional Diagnosis 1: Meningitis
- Hospital duration: 32
- Drug 1: Inj. Meropenum/ Inj. Ropenam
- Box : 1
- Position: 32"
CHRF_RNA_0089_S89,,2018-03-25 17:51:16 -0700,917.0,COMPLETE,LOADED,LOADED,LOADED,6302354,184446,2.927,78.208,14.99,Cerebrospinal fluid,RNA,,Human,"Escherichia coli. Zero cell count, normal protein and sugar. atypical febrile convulsion.
- Notes: Negative / 0 - 6 WBC
- mNGS result summary (RNA-Seq): A lot of reads for E. coli here with a score of 285475 and z score of 5.8; there also seems to be shigella reads. 
- Admission date: 19-Sep-14
- Birth date: 31-Aug-13
- Age (months): 12
- TLC (mm3): 0
- Polymorph %: 0
- Sugar (mg/dl): 46
- Protein (mg/dl): 30
- Volume  sent (ul): 910
- Outcome: Discharged
- Provisional Diagnosis 1: Febrile convulsion/Atypical febrile convulsion
- Hospital duration: 3
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 40"
CHRF_RNA_0090_S90,,2018-03-25 17:51:16 -0700,1740.0,COMPLETE,LOADED,LOADED,LOADED,67481750,106452,0.158,32.321,4.53,Cerebrospinal fluid,RNA,,Human,"background
- Notes: Negative / 0 - 6 WBC
- mNGS result summary (RNA-Seq): Nothing appears to be of significance here. 
- Admission date: 22-Jan-15
- Birth date: 27-Dec-13
- Age (months): 12
- TLC (mm3): 0
- Polymorph %: 0
- Sugar (mg/dl): 54
- Protein (mg/dl): 15
- Volume  sent (ul): 440
- Outcome: Discharged
- Provisional Diagnosis 1: Febrile convulsion/Atypical febrile convulsion
- Hospital duration: 4
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 48"
CHRF_RNA_0091_S91,,2018-03-25 17:51:16 -0700,3035.0,COMPLETE,LOADED,LOADED,LOADED,68421536,123050,0.18,26.659,4.7,Cerebrospinal fluid,RNA,,Human,"background
- Notes: Negative / 0 - 6 WBC
- mNGS result summary (RNA-Seq): Nothing appears to be of significance here. 
- Admission date: 8-Feb-18
- Birth date: 19-Aug-16
- Age (months): 17
- TLC (mm3): 2
- Polymorph %: 0
- Sugar (mg/dl): 60
- Protein (mg/dl): 20
- Volume  sent (ul): 1000
- Outcome: Discharged
- Provisional Diagnosis 1: Febrile convulsion/Atypical febrile convulsion
- Hospital duration: 3
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 56"
CHRF_RNA_0092_S92,,2018-03-25 17:51:16 -0700,1326.0,COMPLETE,LOADED,LOADED,LOADED,51999596,83734,0.161,28.661,3.81,Cerebrospinal fluid,RNA,,Human,"background
- Notes: Negative / 0 - 6 WBC
- mNGS result summary (RNA-Seq): Nothing appears to be of significance here. 
- Admission date: 19-Feb-18
- Birth date: 11-Mar-17
- Age (months): 11
- TLC (mm3): 6
- Polymorph %: 0
- Sugar (mg/dl): 70
- Protein (mg/dl): 25
- Volume  sent (ul): 580
- Outcome: Discharged
- Provisional Diagnosis 1: Febrile convulsion/Atypical febrile convulsion
- Hospital duration: 3
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 1
- Position: 64"
CHRF_RNA_0093_S93,,2018-03-25 17:51:16 -0700,1525.0,COMPLETE,LOADED,LOADED,LOADED,49670048,99216,0.2,16.68,4.08,Cerebrospinal fluid,RNA,Bangladesh,Human,"Mystery Case, 13 month old. Feb 2018, 20 WBCs, high-ish protein, child died after 11 days. Heart condition.  Blood culture was positive for Elizabethginka.
- Notes: All test negative
- mNGS result summary (RNA-Seq): Unresolved. Nothing appears to be of significance here. 
- Admission date: 13-Feb-18
- Birth date: 28-Dec-16
- Age (months): 13
- TLC (mm3): 20
- Polymorph %: 80
- Sugar (mg/dl): 15
- Protein (mg/dl): 80
- Volume  sent (ul): 720
- Outcome: Died
- Provisional Diagnosis 1: Other congenital heart disease ( PDA/ASD)
- Hospital duration: 11
- Drug 1: Inj. Ciprofloxacin
- Box : 1
- Position: 72"
CHRF_RNA_0094_S94,,2018-03-25 17:51:16 -0700,1841.0,COMPLETE,LOADED,LOADED,LOADED,61336096,412890,0.673,60.914,3.85,Cerebrospinal fluid,RNA,,Human,"Chikungunya . > 115k reads. Low level P falciparum.  Mystery Case - 1000 WBCs, high protein, glucose high. discharged after 10 days. neonate.  Nov 2017. Followed CHKV outbreak. (july 2017).
- Notes: All test negative
- mNGS result summary (RNA-Seq): Chikungunya virus with z score of 99 and highest reads is the likely pathogen. Follow up on neurodevelopment of the kids. Get the sample back to Dhaka as a positive control for testing more CSF samples for Chick. 
- Admission date: 19-Nov-17
- Birth date: 14-Nov-17
- Age (months): 0
- TLC (mm3): 1000
- Polymorph %: 90
- Sugar (mg/dl): 72
- Protein (mg/dl): 220
- Volume  sent (ul): 310
- Outcome: Discharged
- Provisional Diagnosis 1: Meningitis
- Hospital duration: 10
- Drug 1: Inj. Ceftazidime/ Inj. Tazid
- Box : 1
- Position: 80"
CHRF_RNA_0095_S95,,2018-03-25 17:51:16 -0700,1548.0,COMPLETE,LOADED,LOADED,LOADED,61324940,84592,0.138,40.276,1.99,Cerebrospinal fluid,RNA,Bangladesh,Human,"98 month old, July 2017, 90 WBCs, normal protein, lowish glucose, left against advice after 33 days
- Notes: All test negative
- mNGS result summary (RNA-Seq): Unresolved. Nothing appears to be of significance here. 
- Admission date: 14-Jul-17
- Birth date: 21-Apr-09
- Age (months): 98
- TLC (mm3): 90
- Polymorph %: 70
- Sugar (mg/dl): 10
- Protein (mg/dl): 60
- Volume  sent (ul): 850
- Outcome: DORB
- Provisional Diagnosis 1: Meningoencephalitis
- Hospital duration: 33
- Drug 1: Inj. Ceftriaxone/ Inj. Ceftizone/ Inj. Ceftron
- Box : 2
- Position: 7"
CHRF_RNA_0096_S96,,2018-03-25 17:51:16 -0700,1274.0,COMPLETE,LOADED,LOADED,LOADED,49342992,69600,0.141,31.612,3.63,,RNA,,Human,"background
- Notes: water - directly from CHRF lab
- mNGS result summary (RNA-Seq): Nothing appears to be of significance here. 
- Volume  sent (ul): 750
- Box : 2
- Position: 15"
